OID_,Shape_Length,Shape_Area,Minority_use,Majority_use,N,BD,PR,BH,BF,BA,BFA,RS,BO,BP,BV,std_BH,std_BF,std_BA,std_BFA,std_RS,std_BO,std_BP,std_BV,SP,SP_Classification
646,397.2847117,5792.70105,RESIDENTIAL ONLY,RESIDENTIAL ONLY,11,0.321332049,1.729258203,15.06828518,5.381530421,10017.07581,1861.3805,33.06625101,-76.14982527,18.05962998,1.54397326,1.061201201,0.379000429,79.10560504,439.495428,4.706174493,5.098601215,11.79847084,71.30410863,690.8482361,1
647,587.997718,16410.37755,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,RESIDENTIAL ONLY,18,0.346433838,1.991253528,16.0940107,5.747860963,32677.2222,5685.110081,34.2553328,-64.36690559,18.06711447,1.370715688,1.068146947,0.381481052,28.47487442,246.7813456,1.423172704,29.46286879,3.608277629,42.55880769,653.0190007,1
648,325.1589249,6022.3214,RESIDENTIAL ONLY,RESIDENTIAL ONLY,11,0.294849342,1.381189916,13.11629772,4.684392044,8317.969587,1775.6775,35.53739008,-54.320705,18.11069316,1.573264469,1.763557042,0.629841801,26.746431,76.43813286,0.898274595,56.83353791,5.423727023,21.16665816,681.9476602,1
649,566.4444479,15712.5116,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,RESIDENTIAL ONLY,20,0.360811826,2.06357665,16.01392807,5.719260027,32423.97204,5669.26,32.22372575,-59.53040738,18.37289707,1.437671596,0.763562525,0.272700902,44.70044109,263.1937289,0.995178314,35.85827118,7.237304185,44.12535191,654.8281596,0
650,306.4641317,6114.20815,RESIDENTIAL ONLY,RESIDENTIAL ONLY,22,0.18373568,0.507761804,7.737925783,2.763544923,3104.561358,1123.39819,36.51420361,9.575952537,18.29709168,1.64799433,0.409180008,0.146135717,10.02148783,32.59824644,2.338558493,43.72173364,2.161671836,9.009896094,689.3585591,1
653,382.7641582,8914.855,RESIDENTIAL ONLY,RESIDENTIAL ONLY,27,0.229142706,0.750063506,9.165370543,3.273346622,6686.707398,2042.773998,31.82198008,-56.97371032,17.7965739,1.497394343,0.385854559,0.1378052,21.82530402,73.69496371,1.823073111,31.22292625,5.611797693,20.5889491,697.4082767,1
654,282.8943547,4775.055,RESIDENTIAL ONLY,RESIDENTIAL ONLY,15,0.190573857,0.616606621,9.059472104,3.235525752,2944.33053,910.000648,30.91212199,-3.297848011,17.95756179,1.626848667,0.611885865,0.218530666,25.8555942,88.29096913,2.313808575,50.0585825,7.007457138,25.79658043,696.3605809,1
655,350.5022467,6796.5,RESIDENTIAL ONLY,RESIDENTIAL ONLY,23,0.210333039,0.694632701,9.2406609,3.302537275,4721.07115,1429.5285,29.76350672,-68.30870738,17.79649296,1.616661489,0.899638515,0.302586098,24.73946379,89.77712247,1.102005878,20.79498282,6.819331978,27.92353669,699.8420803,1
656,551.5391423,9755.6465,COMMUNITY - RELIGIOUS,RESIDENTIAL ONLY,16,0.354547602,1.999561063,15.79130972,5.639753471,19507.01088,3458.841068,38.34068319,-19.94567411,20.1709312,1.554145816,2.729748511,0.974910183,202.1999037,1592.514173,9.706845054,45.32630086,33.60781923,287.992913,603.7679224,1
658,365.108262,7952.465,RESIDENTIAL ONLY,RESIDENTIAL ONLY,19,0.189694915,0.631587274,9.322571189,3.32948971,5022.675689,1508.542176,34.34494272,-8.764264234,16.36861633,1.499306847,0.320291551,0.11438984,9.166747914,31.73501341,1.482368629,19.54248514,2.772565853,10.37577122,683.9908776,2
659,386.6380163,6467.2004,RESIDENTIAL ONLY,RESIDENTIAL ONLY,20,0.194779192,0.68602734,9.861816034,3.522077155,4436.676291,1259.676068,45.70223804,11.53667426,18.71803207,1.917075443,0.300921072,0.107471811,8.953775527,29.22123169,1.680237375,45.17068339,2.383676722,7.498577147,623.8652545,1
660,427.0075171,9825.2,RESIDENTIAL ONLY,RESIDENTIAL ONLY,26,0.188022343,0.637379846,9.477578037,3.389915471,6262.384462,1847.357129,33.73852775,-4.80182,16.2601295,1.54886629,1.248900338,0.415594757,12.23714175,49.57255888,2.637691365,13.49435317,3.625020753,19.4308003,692.337923,1
662,584.504488,11634.54,RETAIL ONLY,RESIDENTIAL ONLY,30,0.274449361,0.566416676,5.778722491,2.063829461,6589.997473,3193.092067,30.76189509,-60.45866058,22.54189121,0.945741247,0.492485017,0.175887506,12.977298,33.86172527,1.770866434,11.81447934,4.012372099,13.10360126,659.8481211,1
663,448.7192878,11109.485,RESIDENTIAL ONLY,RESIDENTIAL ONLY,30,0.156623747,0.4796583,8.555246907,3.0624877,5328.756686,1740.009169,39.01776729,16.91055317,17.45907491,1.618689195,1.177850035,0.381009483,16.68419209,56.26537235,3.513732378,57.36284487,4.480825003,19.1231145,642.3946833,1
664,470.1558495,12274.15,RESIDENTIAL ONLY,RESIDENTIAL ONLY,34,0.18307922,0.575376142,8.768505846,3.142771412,7062.253069,2247.14181,33.31279832,-33.94463177,16.26741605,1.45662474,1.553722334,0.505500553,15.68964045,60.50918251,2.921101073,42.87676969,4.602940271,23.71000988,690.5998997,0
665,302.4655456,4458.7902,RESIDENTIAL ONLY,RESIDENTIAL ONLY,14,0.207593005,0.462488271,6.206495971,2.227860592,2062.138169,925.6136555,31.85747443,52.80966897,18.58375107,0.978209204,1.297042613,0.424042177,27.78096651,62.07181632,7.072347397,60.90540667,8.2014358,23.29754791,617.8237125,1
666,483.0753286,12935,RESIDENTIAL ONLY,RESIDENTIAL ONLY,41,0.193560182,0.59349364,8.542458311,3.066196928,7676.840237,2503.700957,33.81188835,-33.36562192,16.34730385,1.430963404,1.800764552,0.58729608,18.64527886,69.43097703,2.534341457,44.85918265,5.639499878,27.6022121,676.5809651,1
667,362.9939706,8661.1,RESIDENTIAL ONLY,RESIDENTIAL ONLY,34,0.178994921,0.541423334,8.405253479,3.024797192,4689.321638,1550.292912,38.02796588,33.12599902,18.48275205,1.75790939,2.160012809,0.701141005,20.2432802,77.79392444,5.558241861,52.15155561,6.972439492,34.3692994,635.5751643,1
668,462.996003,11492,RESIDENTIAL ONLY,RESIDENTIAL ONLY,6,0.082576031,0.775761344,26.30462781,9.394509933,8915.049363,948.96375,20.3692786,-81.00976331,22.20038206,2.957879906,0.523991198,0.187139713,69.62004992,658.6431851,0.971672774,22.21337991,15.72815808,149.8125159,732.2671704,1
669,460.0517549,11389.5,RESIDENTIAL ONLY,RESIDENTIAL ONLY,37,0.188932914,0.576142767,8.48973865,3.049456843,6561.97805,2151.851419,34.01784013,-24.89880789,16.53885143,1.42344744,1.919530514,0.626048544,19.36613825,71.70512968,3.079904064,43.08893881,6.127902258,29.4846864,674.624325,1
670,291.8006954,4314.121,RESIDENTIAL ONLY,RESIDENTIAL ONLY,12,0.225562836,0.430787477,5.343528314,1.909833554,1858.469302,973.1053655,28.4416805,57.02992841,19.26440537,0.849783185,0.63005074,0.218111435,27.69438516,66.03085259,3.279938676,40.62014277,8.310116129,21.84229063,634.6565387,1
672,432.4856724,11987.34,RESIDENTIAL ONLY,RESIDENTIAL ONLY,40,0.171043599,0.500406886,8.118353192,2.92561013,5998.547486,2050.357775,38.43202276,13.04070925,19.28374598,1.662137296,2.040346293,0.647019261,20.22413124,74.41178579,5.369014243,55.76289991,6.66507079,31.66516349,650.8367168,1
673,332.8925779,6483.49275,UNCLASSIFIED,RESIDENTIAL ONLY,29,0.23635565,0.773342627,9.161445299,3.27194475,5013.961315,1532.410144,35.5254672,-51.50524332,17.59235056,1.883089736,0.504845435,0.180301941,7.036707822,27.79925224,1.733730012,40.48878278,1.662002053,8.939399263,691.0231695,1
674,495.7687455,10304.95315,RESIDENTIAL ONLY,RESIDENTIAL ONLY,18,0.178737295,0.552162575,8.633495188,3.089240978,5690.009468,1841.879451,34.70789069,-48.99996468,19.83476182,1.141675408,2.357988712,0.825446439,54.46223492,225.7805787,7.077120213,44.54392602,13.38443067,67.97619402,606.209173,1
675,318.0698821,6039.99,RESIDENTIAL ONLY,RESIDENTIAL ONLY,28,0.214591403,0.530469201,6.833850831,2.471996511,3204.028668,1296.129927,35.25640081,-10.51947966,17.56767142,1.356121193,2.162916515,0.70192551,27.24853813,86.21765477,7.463752266,38.33590569,8.620128299,34.22301632,637.6440722,1
676,479.5143028,8267.1977,RESIDENTIAL ONLY,COMMUNITY - INSTITUTIONAL AND COMMUNAL ACCOMMODATION,8,0.166591511,0.594761433,9.996499796,3.570178499,4917.010348,1377.244956,30.44248652,-35.81233763,23.25359787,1.00999625,1.288943574,0.460336991,311.7857605,995.4355152,9.844468481,31.2424417,40.86111052,124.3183994,612.9763976,1
677,621.3409493,18698.2141,COMMUNITY - HEALTH,RESIDENTIAL ONLY,26,0.346027783,2.028495282,16.41425067,5.862232384,37929.23908,6470.101575,33.34221226,9.858636984,17.90442225,1.473698042,2.552334596,0.91154807,56.01764568,388.7118228,3.513047207,18.46622565,9.30766732,83.60496993,662.0229597,1
678,397.3991431,9580.6,RESIDENTIAL ONLY,RESIDENTIAL ONLY,43,0.148837557,0.4408128,8.288694047,2.96170408,4223.251114,1425.953103,39.59609353,9.354834589,16.94516747,2.077567651,1.228157729,0.43178776,9.90177381,35.47594658,4.151087492,43.12232445,3.066968883,14.99603922,653.9063191,1
679,266.1026837,2917.9057,RESIDENTIAL ONLY,RESIDENTIAL ONLY,16,0.302632121,1.060351136,9.807397145,3.503762702,3094.004624,883.05199,45.20290629,-3.304603046,19.36276048,1.961073568,0.818020627,0.280124003,11.59434216,31.96703101,2.477717929,0.342832933,3.211665671,9.954606534,630.1220575,0
680,380.7298304,8750.53,RESIDENTIAL ONLY,RESIDENTIAL ONLY,27,0.181204999,0.547020937,8.399344749,3.018796061,4786.723122,1585.639778,33.93959727,-43.99670974,16.30189673,1.401898897,1.877054961,0.603181709,18.49160722,67.67536343,2.714194073,58.23896702,5.731989743,27.65216731,679.3765892,1
682,326.2525671,5994.0492,RESIDENTIAL ONLY,RESIDENTIAL ONLY,16,0.182432812,0.491912033,7.549923012,2.696401076,2948.544925,1093.51125,33.77248993,-9.280896917,17.57427856,1.355512016,0.317487597,0.113388428,12.02460007,34.24030981,2.455014856,45.74753468,5.492704159,15.57441351,682.7607367,1
683,511.4706135,15193.99765,RESIDENTIAL ONLY,RESIDENTIAL ONLY,26,0.209600179,0.807481706,10.78553806,3.852485761,12268.87514,3184.664632,34.85299599,-42.3113923,19.41576407,1.400278638,2.702281668,0.963528516,51.22033196,243.0161351,3.302916356,46.91882959,11.04883814,68.19277506,693.8404151,1
684,249.5005456,4342.5797,RESIDENTIAL ONLY,RESIDENTIAL ONLY,17,0.226049671,0.616828808,7.639756829,2.728731274,2678.628259,981.6387135,37.9016993,-11.70242026,18.58494166,1.375777133,0.83838057,0.297888871,16.72262627,48.46254112,5.486007117,44.66530001,5.808730891,19.78690181,693.6066957,1
685,263.9834347,3452.7673,RESIDENTIAL ONLY,RESIDENTIAL ONLY,7,0.130922381,0.401405116,8.56849123,3.065977847,1385.958459,452.0445165,32.88096376,-1.115714004,17.69662655,1.408253541,1.924657086,0.666387607,28.07343331,102.717523,3.95457459,29.82549791,7.95586019,37.14071249,670.8571452,0
686,361.3597998,7667.6556,RESIDENTIAL ONLY,RESIDENTIAL ONLY,14,0.264533758,1.176415123,12.45195457,4.447126633,9020.346009,2028.35375,35.5454355,21.76818392,17.23150756,1.525197344,0.456248918,0.162946042,23.10440726,123.0019429,0.955886123,42.72553105,4.862391664,28.37128601,683.4806283,1
687,491.554704,13718.59,RESIDENTIAL ONLY,RESIDENTIAL ONLY,32,0.150284838,0.486263612,9.059717088,3.235613246,6670.851129,2061.696075,37.12631375,11.92974658,16.22829086,1.623187132,0.526212982,0.187933208,3.10754373,16.9443341,1.662246512,47.60743848,0.715603128,6.860958803,684.7286483,1
688,180.5948851,1981.4369,RESIDENTIAL ONLY,RESIDENTIAL ONLY,6,0.128634367,0.355212041,7.731943977,2.761408563,703.8302462,254.8808805,44.9212936,-80.58848263,17.40278278,1.766051649,0.760363454,0.271558376,9.574064528,23.07289193,2.748738019,0.355080058,2.979905973,8.394306108,638.1558621,1
689,403.1524192,8940.1624,RESIDENTIAL ONLY,RESIDENTIAL ONLY,32,0.281898895,1.534436768,15.24100678,5.443216707,13718.1139,2520.2219,30.7365651,-7.709040658,20.43583051,2.073151757,1.757341198,0.627621857,59.22381788,372.1095055,4.843345867,51.72181775,13.87822025,94.32508312,705.713697,0
690,311.4284265,4637.34705,RESIDENTIAL ONLY,RESIDENTIAL ONLY,19,0.188268912,0.593050302,8.768643338,3.15001719,2750.180069,873.068283,38.81742213,18.19861003,16.66555777,1.690774228,2.351263347,0.784760542,16.32116026,68.4164954,3.767206954,11.03408061,5.543227079,31.5340071,603.5195709,1
691,399.9203481,9187.5,RESIDENTIAL ONLY,RESIDENTIAL ONLY,28,0.188249094,0.560851084,8.283779997,2.97930293,5152.819333,1729.538556,33.47523118,1.444493221,16.28302741,1.377425878,1.733489647,0.539052887,16.77558984,60.2497313,3.984897974,54.94243616,5.20698166,24.68361109,683.0822999,1
692,417.9054458,9814.76105,RESIDENTIAL ONLY,RESIDENTIAL ONLY,30,0.183629521,0.575248133,8.723104494,3.132656038,5645.92297,1802.279867,33.61455823,1.206534786,16.72428837,1.483968278,1.887842171,0.611353749,19.37452137,73.78340818,2.852432518,18.31173016,6.162537059,29.96355442,677.265712,1
693,294.6517245,4258.06295,RESIDENTIAL ONLY,RESIDENTIAL ONLY,17,0.186297518,0.57063668,8.48726464,3.063039607,2429.806905,793.266559,36.37574534,17.69871158,17.22869629,1.60222469,2.636040948,0.859417096,24.48667058,93.26629732,5.167864181,13.11685064,8.123601709,39.47493961,645.3683641,1
694,311.1641925,6287.065,RESIDENTIAL ONLY,RESIDENTIAL ONLY,30,0.196173964,0.41930331,5.873085493,2.137405486,2636.187163,1233.358461,33.2059674,-51.790331,18.86453072,1.293056059,2.087279393,0.6717301,22.12738173,58.5497045,6.596457937,58.01743015,7.974287818,28.83710764,673.9996643,0
695,466.0151281,11449.585,RESIDENTIAL ONLY,RESIDENTIAL ONLY,43,0.197468651,0.588350233,8.281845972,2.979461452,6736.365998,2260.934103,33.73837552,-33.55378767,16.35491564,1.430492972,2.172203361,0.713085942,22.05705072,83.78570635,3.366600763,61.86846709,6.667584906,33.29676262,683.3706905,1
696,277.6117966,4834.5554,RESIDENTIAL ONLY,RESIDENTIAL ONLY,16,0.154545111,0.464680492,8.418935838,3.006762799,2246.523584,747.1569,43.02715116,-41.85567625,17.33220325,1.827769427,0.925393784,0.33049778,10.53353914,30.95412095,3.59688567,46.01344396,2.900785323,11.3844813,649.3781261,1
697,417.3484136,10230,RESIDENTIAL ONLY,RESIDENTIAL ONLY,21,0.174254825,0.613275229,9.843385671,3.519416056,6273.805595,1782.626863,33.33680998,-24.98458841,20.95919408,1.350814572,2.225181089,0.781179942,52.72433731,218.1827529,5.559470068,51.6781841,14.73941325,69.43410316,627.1021688,1
698,353.8219989,5156.3069,RESIDENTIAL ONLY,RESIDENTIAL ONLY,13,0.155215865,0.461796857,8.299733495,2.975191096,2381.166321,800.3406335,30.97170882,-11.61010555,18.20817183,1.416914704,1.657501996,0.548392804,25.46997498,89.98622736,2.595036604,42.589899,7.56619135,32.84386729,697.1235627,1
699,155.4296377,1496.97615,RESIDENTIAL ONLY,RESIDENTIAL ONLY,3,0.133127983,0.380365674,8.00000019,2.857142925,569.398342,199.289416,41.69211634,9.386426705,16.0392009,1.403916541,0.264724413,0.094544433,0.240512058,6.327732081,0.240792908,0.001297016,0.061920305,3.093284577,696.168884,1
700,255.9316818,3589.6015,RESIDENTIAL ONLY,RESIDENTIAL ONLY,10,0.158799499,0.404040635,7.082587832,2.544344499,1450.344869,570.026921,35.14038789,5.595437375,19.97425817,1.180684908,2.169341648,0.737814919,47.25563668,152.7987273,9.256603547,57.03756298,15.46957566,56.66639185,617.1581276,1
701,323.2892484,6512.5651,UNCLASSIFIED,RESIDENTIAL ONLY,11,0.193758784,0.955599877,13.80933344,4.9319048,6223.406405,1261.866693,26.01180616,-5.221925342,19.55590348,1.584098693,0.70102684,0.250366729,76.84164186,389.7762379,7.57845643,39.74550523,14.82027008,78.58285969,648.4311466,1
702,462.2353285,12126.4775,RESIDENTIAL ONLY,RESIDENTIAL ONLY,36,0.200616036,0.408857257,5.662242788,2.038008856,4957.998328,2432.765841,29.30819621,39.2569169,19.02297885,0.926887765,1.137255214,0.356600685,30.64012599,71.54698688,4.069147886,55.05783088,9.277204007,25.93502466,691.2854796,1
703,347.0024789,7375,RESIDENTIAL ONLY,RESIDENTIAL ONLY,19,0.1395553,0.446265137,8.926405924,3.197765574,3291.205383,1029.220336,39.15955219,-32.62505856,17.93176199,1.709923063,1.546943001,0.505089318,28.09170901,105.6689489,3.693651986,42.66239143,9.499057366,39.07528743,652.191774,1
704,195.2801475,2254.56005,RESIDENTIAL ONLY,RESIDENTIAL ONLY,9,0.297131105,0.900779836,8.440164184,3.031590531,2030.862232,669.899918,35.22792362,10.2030366,20.759143,1.460103274,1.535642711,0.46257591,28.54911195,103.9049911,4.600203314,0.587339453,7.826444156,33.04805735,631.2804103,1
705,245.0587981,3309.5003,RESIDENTIAL ONLY,RESIDENTIAL ONLY,5,0.123703772,0.445588006,10.05056046,3.602056775,1474.673638,409.3976705,39.87823408,0.921290631,16.58351269,1.49636087,1.71040667,0.534226752,16.96595486,70.23296372,3.805477716,17.68336954,5.053442734,26.75258374,631.531246,1
706,249.8564074,3383.3711,RESIDENTIAL ONLY,RESIDENTIAL ONLY,13,0.24536139,0.902108165,10.25789314,3.676650852,3052.166693,830.1486355,31.72796396,-83.23665661,22.85399942,2.003555166,2.097219099,0.693824248,20.40368474,87.71770997,2.782659211,5.244610626,9.348684123,44.6838931,611.0188033,1
707,365.8258242,7713.1325,RESIDENTIAL ONLY,RESIDENTIAL ONLY,24,0.167991244,0.423439692,7.057696084,2.520605744,3266.046453,1295.73872,34.44093694,-27.81558826,16.78942996,1.402744592,1.691871794,0.604239927,3.49549683,35.56227498,0.865393321,33.78052993,0.77300954,18.70962344,694.4462413,1
708,210.3176087,2559.2229,RESIDENTIAL ONLY,RESIDENTIAL ONLY,8,0.296423168,0.9224973,8.713868309,3.112095825,2360.876215,758.612959,34.21147084,17.66064044,21.59407696,1.45848879,0.178667905,0.063809966,33.22909868,103.2660973,2.866999189,0.488633622,10.95614014,34.09881179,668.2856592,1
709,422.5803009,10227.298,RESIDENTIAL ONLY,RESIDENTIAL ONLY,23,0.152528312,0.506880308,9.304927313,3.323188326,5184.015965,1559.9525,39.95121547,-38.15914022,16.18865428,1.620747631,0.710791413,0.253854076,4.969612323,25.27095327,2.356772345,28.47503835,1.112686243,9.831150838,646.9243804,0
710,385.7519751,8268.13715,RESIDENTIAL ONLY,RESIDENTIAL ONLY,24,0.128166892,0.376148147,8.158869787,2.934830818,3110.044472,1059.701441,40.52210671,-17.10983348,17.40957161,1.722446417,1.873961982,0.595106025,11.96823399,48.28578467,5.334372524,59.48142856,4.54386287,23.96246095,663.6229779,1
711,417.6176618,10065.6287,RESIDENTIAL ONLY,RESIDENTIAL ONLY,36,0.278318756,1.559458518,15.68878761,5.603138432,15696.93041,2801.453255,28.82777178,-30.64879407,22.14331059,2.219054735,2.412300503,0.861535894,82.15767271,604.8800067,5.283337899,57.43753305,20.23300898,160.7968616,701.2900935,1
712,512.8741326,13301.6646,RESIDENTIAL ONLY,RESIDENTIAL ONLY,21,0.109153661,0.358217417,9.184163044,3.281771883,4764.887938,1451.925395,42.22340837,-27.17998578,17.42173394,1.557025425,2.025267333,0.717470685,16.53153614,78.36873402,5.445251569,45.00792229,5.081752659,32.45035519,648.5926891,1
713,461.0208151,12683,RESIDENTIAL ONLY,RESIDENTIAL ONLY,22,0.147351306,0.582127674,11.06171051,3.950610895,7383.125294,1868.856611,30.97222764,-21.50952723,22.39438315,1.581060802,2.584213542,0.922933408,56.15467661,280.4037604,4.552862199,40.98258004,16.73615245,83.89448137,630.9880618,1
714,343.9053632,5268.36985,RESIDENTIAL ONLY,RESIDENTIAL ONLY,23,0.218962007,0.645940387,8.201611648,2.950011267,3403.052862,1153.572835,34.34549561,-31.82527198,20.64056859,1.701782476,2.08132272,0.678339797,16.47183604,65.59965968,6.224536022,42.88394271,6.277463323,32.19681689,675.6653953,1
715,421.6465617,11044.2613,OFFICE ONLY,RESIDENTIAL ONLY,8,0.239049869,1.009088941,11.81949635,4.221248697,11144.64194,2640.129215,30.86759149,-44.92110836,33.77226702,1.190268784,2.582959296,0.922485463,163.2878406,769.8097214,6.124077584,44.63979054,26.22578705,68.2074079,657.3572811,0
716,287.3430463,4866.28285,RESIDENTIAL ONLY,RESIDENTIAL ONLY,9,0.120618205,0.343015931,7.962683652,2.84381559,1669.212544,586.9623025,41.33523257,-47.42035191,16.86411922,1.438321002,0.533869703,0.190667751,12.81394099,45.06070819,0.96124346,46.02507724,2.486069584,11.84467215,689.8387461,0
717,176.2757141,2035.43695,RESIDENTIAL ONLY,RESIDENTIAL ONLY,3,0.249011029,0.928448527,10.43992261,3.728543789,1889.798437,506.84625,33.7453616,78.87118665,48.86549505,1.497747284,1.352537395,0.48304907,174.092578,697.1990602,2.170655431,0.27060617,59.32717502,242.6388215,673.430301,1
718,238.9711726,3602.70975,RESIDENTIAL ONLY,RESIDENTIAL ONLY,8,0.169733187,0.495966138,8.181695115,2.92203397,1786.82204,611.4994075,41.01863883,-22.81449407,16.16802679,1.33885329,0.348781192,0.124564712,9.63764094,36.5882884,0.623479894,46.129096,2.172814839,10.18310019,671.6818478,1
719,225.3452823,2940.92185,RESIDENTIAL ONLY,RESIDENTIAL ONLY,6,0.167916822,0.627749107,10.46766789,3.738452817,1846.161065,493.83025,32.76073626,-81.57930215,27.10674818,1.734986831,0.495107313,0.17682404,34.27660548,131.9115407,2.704518995,0.366708609,12.36234484,48.29944757,695.9709044,1
720,222.4022487,2787.51045,RESIDENTIAL ONLY,RESIDENTIAL ONLY,9,0.229948165,0.738576153,8.987812056,3.211924517,2058.788744,640.982914,37.18519602,-66.48943976,21.648559,1.709205332,1.198417186,0.416078863,11.57881088,47.26117306,2.851785988,15.44315939,4.369340865,22.37007202,691.6184762,1
721,497.6576727,14609.5,RESIDENTIAL ONLY,RESIDENTIAL ONLY,25,0.165171018,0.573347214,9.698705758,3.471233756,8376.316117,2413.065992,34.19856272,-12.34240564,20.91223428,1.332054674,2.634563184,0.919314075,57.72594636,263.2451224,6.582303269,52.04430409,13.98904682,76.4465979,582.3601012,1
722,222.1559812,2991.5889,RESIDENTIAL ONLY,RESIDENTIAL ONLY,7,0.136599066,0.35654041,7.308345276,2.610123313,1066.622333,408.648251,41.29813764,-36.51804204,16.70393056,1.39215934,0.237438307,0.084799395,7.720485551,24.61801836,0.555816752,48.36370844,1.395568105,6.083846896,709.9265559,2
724,216.0327485,2735.9158,RESIDENTIAL ONLY,RESIDENTIAL ONLY,12,0.25955261,0.8398844,9.036057474,3.23589274,2297.853001,710.1140855,32.40224688,7.543134238,19.90421481,1.686434779,1.507870031,0.493147493,19.22414066,64.72026112,2.969217967,5.363560237,6.608211702,27.57362567,650.370418,1
725,371.6342148,8447.8975,RESIDENTIAL ONLY,RESIDENTIAL ONLY,18,0.146291133,0.503072813,9.628771334,3.438846905,4249.90756,1235.8525,39.92086688,-19.2293136,16.15005942,1.667284918,0.375230056,0.134010734,5.15972657,18.59361637,1.711491341,50.0345835,1.173062131,5.497525752,636.61016,1
726,201.1192032,2453.24725,RESIDENTIAL ONLY,RESIDENTIAL ONLY,11,0.268111756,0.807033323,8.375166717,3.010063181,1979.85228,657.744428,32.84033749,7.348686904,20.29805228,1.583774131,1.760456343,0.552037451,18.307729,62.86943055,3.933216039,0.414111675,6.608041779,27.96512238,613.7906351,1
727,531.7082972,16963.865,RESIDENTIAL ONLY,RESIDENTIAL ONLY,28,0.148858233,0.511531711,9.599478601,3.436368282,8677.554884,2525.210977,34.88072201,1.080368304,20.70569931,1.244051183,2.737445039,0.955057836,67.2094668,327.553437,6.838923454,51.57192024,16.79470119,93.91283568,589.4242677,0
728,205.7034597,2526.36595,RESIDENTIAL ONLY,RESIDENTIAL ONLY,11,0.308836831,0.884951119,7.978592473,2.86543258,2235.710374,780.234855,33.17457579,7.171277502,20.59270033,1.444901566,1.362059489,0.405163124,19.29457135,64.80291135,1.65345059,0.365566172,6.039905342,24.09129112,637.9856169,1
729,319.8688882,6353.67475,RESIDENTIAL ONLY,RESIDENTIAL ONLY,20,0.239970607,0.802704932,9.283018386,3.34501355,5100.126059,1524.695186,33.21628868,-11.12389003,19.28174611,1.443196581,2.369328386,0.744821127,39.19670684,134.2193826,3.583757889,37.95572147,11.1350294,44.82202471,684.3292366,1
730,239.6065344,3149.91995,RESIDENTIAL ONLY,RESIDENTIAL ONLY,15,0.272498774,0.879521336,8.999979518,3.22761574,2770.421804,858.3493235,33.25810645,7.579093955,18.02297007,1.485087125,2.589731194,0.888594371,39.34200249,146.9620317,4.467755015,0.331966277,11.22298361,51.27987865,677.949368,1
731,390.66112,6272.42545,RESIDENTIAL ONLY,RESIDENTIAL ONLY,19,0.176046358,0.556317824,8.781529847,3.160064374,3489.462078,1104.237655,37.89334246,-29.21755977,16.8215911,1.340044026,2.516696401,0.830952241,35.89277236,127.0403105,5.917885953,45.24244367,9.799343791,44.55359017,664.5489601,0
732,315.7240649,6203.65745,COMMUNITY - EMERGENCY SERVICES,RESIDENTIAL ONLY,7,0.259396744,1.303733095,14.06624137,5.026019513,8087.913527,1609.208541,15.76720746,-51.88234597,26.9579173,1.280641183,5.199895837,1.850805059,320.1310085,1526.7296,10.87865537,23.1175877,36.73249493,201.9067651,733.4845158,1
733,621.8762855,17659.645,RESIDENTIAL ONLY,RESIDENTIAL ONLY,4,0.071478928,0.67180251,26.31610562,9.398609149,11863.79383,1262.2925,18.63786997,-46.01157494,16.16218531,2.127250489,0.536921121,0.191757543,7.247349842,18.78145997,2.889617653,89.21891068,0.803615982,6.85325487,728.5292015,1
734,255.4888836,3596.439,RESIDENTIAL ONLY,RESIDENTIAL ONLY,18,0.255076331,0.765091192,8.275064734,2.99945974,2751.603802,917.3664665,34.40187438,16.02402738,17.98248133,1.448310355,2.655367998,0.834608933,31.82359241,119.7037461,4.078147875,11.8222783,9.640510943,45.47837977,672.0709386,1
735,434.0271705,7498.39745,RESIDENTIAL ONLY,RESIDENTIAL ONLY,29,0.231583268,0.739131706,8.888349476,3.191645547,5542.303299,1736.503385,34.13008497,-31.23513801,18.45825182,1.548064709,2.524561407,0.854008998,25.13124457,105.6297506,4.215808609,47.56657967,8.947191653,45.68264807,672.9483671,0
736,350.2952351,7070.9457,RESIDENTIAL ONLY,RESIDENTIAL ONLY,20,0.178046484,0.500241397,7.866911404,2.809611216,3537.179755,1258.957022,41.5799786,-49.51182399,16.81374858,1.444580932,0.429892408,0.153533003,13.20803937,41.64572471,1.033998876,43.89716675,2.722079448,10.23595633,691.5786989,1
737,252.4817521,3647.92845,RESIDENTIAL ONLY,RESIDENTIAL ONLY,11,0.199358359,0.567772924,7.974404432,2.848001583,2071.195001,727.245031,32.86611189,-78.16303241,20.09820582,1.520791112,0.870668301,0.310952965,13.23451489,42.16166965,2.563871685,13.63068484,4.904028875,17.94894385,688.0703685,1
739,531.8548361,16077.345,RESIDENTIAL ONLY,RESIDENTIAL ONLY,31,0.121188107,0.372664894,8.54434564,3.075094608,5991.462075,1948.383004,36.34830439,-32.67889236,16.35236459,1.415135788,1.960764179,0.617247072,17.75188042,68.19820889,3.795785705,56.58495236,5.487952942,28.09511868,663.2034765,1
