OID_,Shape_Length,Shape_Area,Minority_use,Majority_use,N,BD,PR,BH,BF,BA,BFA,RS,BO,BP,BV,std_BH,std_BF,std_BA,std_BFA,std_RS,std_BO,std_BP,std_BV,SP,SP_Classification
1209,391.2507753,9634.2269,COMMUNITY - RELIGIOUS,RESIDENTIAL ONLY,26,0.186614464,0.536864158,8.032648398,2.876862514,5172.27111,1797.886086,30.98558128,-42.54401342,24.04235844,1.407960196,1.750377439,0.597850842,272.0631535,651.011676,12.45720928,50.36822144,53.78623655,123.246793,672.6083261,0
1210,479.5215743,12581.3675,COMMUNITY - EDUCATIONAL,RESIDENTIAL ONLY,20,0.283747801,1.445118353,14.26030925,5.092967588,18181.56508,3569.935365,29.52548104,-50.74909393,19.11858886,1.622992301,4.070520853,1.453757447,147.8287797,311.3616334,4.306340456,42.83929194,28.84489054,55.93255995,695.8937756,0
1211,373.2205532,5623.07435,RESIDENTIAL ONLY,RESIDENTIAL ONLY,17,0.358623208,1.505680976,11.75581123,4.198504012,8466.556073,2016.564961,34.29957636,-86.20191172,22.29257788,1.74767937,1.069559171,0.381985418,37.58972239,162.0923221,1.789375945,10.13186813,11.72807573,47.66306942,635.6127338,1
1214,404.9158489,10236.706,RESIDENTIAL ONLY,RESIDENTIAL ONLY,20,0.104375157,0.323513544,8.67867371,3.099526325,3311.713038,1068.457794,33.95883591,84.21505315,16.95183981,1.707691846,0.629846448,0.22494516,22.26948417,72.00108111,2.716177869,13.37003422,5.53706365,19.11452659,684.3128417,1
1215,341.026084,5955.575,RESIDENTIAL ONLY,RESIDENTIAL ONLY,12,0.21244532,0.881654505,11.61753956,4.150030239,5250.759529,1265.234039,28.02341934,-13.82586997,20.2250756,1.535893699,3.136321052,1.11730712,44.25724957,252.5336444,5.128292589,76.03014233,13.85464143,89.23065118,686.9800844,1
1216,409.003682,10433.18345,RESIDENTIAL ONLY,RESIDENTIAL ONLY,20,0.095192044,0.298234364,8.772332084,3.132975744,3111.533827,993.1560555,34.54883339,75.25891581,16.94097463,1.804835072,0.54837611,0.195848611,19.34737712,57.89817539,2.567488293,40.91904467,4.858717569,15.18427135,711.461967,1
1218,330.015815,7078.71485,RESIDENTIAL ONLY,RESIDENTIAL ONLY,16,0.222556676,1.002378063,12.60940176,4.503922702,7095.54848,1575.41525,38.52369119,-8.267968748,23.61217395,1.697755575,1.098930769,0.386669123,16.90662767,86.85269933,3.456046869,60.20748917,6.90708229,35.68206826,665.2675157,1
1219,476.7319152,13544.94855,RESIDENTIAL ONLY,RESIDENTIAL ONLY,33,0.122545798,0.360732806,8.200808009,2.943657074,4886.107297,1659.876529,33.84955599,44.09719669,17.33398934,1.629471236,1.558176351,0.493300369,19.87910478,68.40981889,3.486526324,52.72825747,6.229674489,25.37096781,707.7737395,1
1220,412.2286969,9326.2307,RESIDENTIAL ONLY,RESIDENTIAL ONLY,23,0.342723907,2.198029448,17.95755216,6.413411487,20499.32972,3196.322225,36.81059128,8.906306669,17.23335444,2.172194262,0.937287642,0.334745586,74.43438182,461.7974235,6.664917315,33.55023825,13.00781428,83.17237146,620.9820354,1
1224,480.5507469,13444.5,RESIDENTIAL ONLY,RESIDENTIAL ONLY,3,0.006422199,0.009906592,3.351316692,1.542554613,133.1891789,86.34325,33.26378028,13.59094237,57.37235415,1.820069965,4.105068545,1.238911088,7.839370988,16.75829156,15.31287442,0.169440137,15.52577647,6.459084225,527.2081952,1
1225,432.3186237,10788.5,RESIDENTIAL ONLY,RESIDENTIAL ONLY,15,0.266369037,1.543547504,16.22535812,5.794770757,16652.56224,2873.722353,32.20278999,-0.433308344,17.88519362,1.733487604,2.63984902,0.942803222,82.5482114,622.1416401,2.884207311,50.9204808,13.34743018,113.6817896,672.3146614,1
1226,407.6812528,9568.71,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,RESIDENTIAL ONLY,28,0.378594701,2.03683532,15.06396919,5.379988996,19489.8865,3622.6629,34.16351156,-7.387305862,19.15886875,1.940315298,4.891975404,1.747134073,116.1037176,330.4625576,9.257727493,55.89499277,24.41291805,84.69624607,608.3834332,1
1227,481.4099057,12342,RESIDENTIAL ONLY,RESIDENTIAL ONLY,16,0.288540147,1.782088683,17.2934282,6.176224357,21994.53852,3561.1625,35.62400751,6.881515118,18.11790931,1.734030158,3.162083931,1.12931569,47.4337199,500.0197163,2.8262248,34.57920566,8.42447621,107.7989056,663.068572,1
1230,213.9607256,2552.45,RESIDENTIAL ONLY,RESIDENTIAL ONLY,10,0.315077093,1.230049367,10.92656733,3.903963171,3139.639507,804.2185255,32.47782064,-84.53296088,25.91893882,1.791309316,1.46749431,0.51386485,22.87297116,96.18246833,1.919158063,13.5480011,9.080988386,42.66349893,621.3724853,1
1231,369.1127542,5208.20315,RESIDENTIAL ONLY,RESIDENTIAL ONLY,9,0.35248649,2.134876176,16.95853164,6.056618442,11118.86883,1835.82125,33.31526729,-23.66076158,17.53179069,1.768937786,1.05678362,0.377422721,41.44516188,229.5822057,1.475928154,43.32443524,7.062802172,39.23083883,679.2956803,1
1232,392.8538206,8497.5,RESIDENTIAL ONLY,RESIDENTIAL ONLY,28,0.383612886,2.418875561,17.65543288,6.305511742,20554.39508,3259.7505,36.70037461,19.7560058,16.83205609,2.343030017,0.663889733,0.237103476,27.03963796,179.2472118,6.938420609,37.02322678,4.91745267,36.86452671,631.5883373,1
1236,338.993337,7111.6656,RESIDENTIAL ONLY,RESIDENTIAL ONLY,24,0.18574039,0.524944079,7.913429129,2.826224689,3733.226747,1320.92354,36.10292701,-38.07085581,17.0212203,1.57136596,0.307403159,0.109786842,7.140119735,19.65663863,1.839366804,42.26439154,1.526507223,5.213882675,688.7813884,1
1238,524.1904975,14694.125,RESIDENTIAL ONLY,RESIDENTIAL ONLY,22,0.247935576,0.940083285,10.61660147,3.791643383,13813.70131,3643.196345,31.62913129,8.327345935,21.73190399,1.317381563,1.729799353,0.617785483,43.20310733,219.9578016,3.501759684,43.96160905,11.27969045,63.81457374,699.8111452,1
1242,335.4697803,6219.21275,RESIDENTIAL ONLY,RESIDENTIAL ONLY,11,0.178183874,0.731056432,11.48789711,4.102820395,4546.595484,1108.163419,36.16433185,-17.08163206,24.01944689,1.622000677,0.812247908,0.290088539,28.92406728,123.6127804,6.120503763,46.23144292,9.387670522,42.89681157,680.1808175,1
1244,397.4120969,9709.18755,RESIDENTIAL ONLY,RESIDENTIAL ONLY,13,0.272474434,1.675319548,17.21590782,6.148538506,16265.9917,2645.505381,20.00414132,-29.55413319,21.37957534,1.880522274,1.67339472,0.597640971,68.84163726,499.314749,5.624503948,53.66044889,15.10638092,117.2357605,735.39091,1
1246,373.3917903,8644.845,RESIDENTIAL ONLY,RESIDENTIAL ONLY,19,0.154136652,0.465095407,8.42841598,3.017422554,4020.677706,1332.487462,37.18073977,-28.76931664,17.63625237,1.427305516,1.175509036,0.378645258,13.98069574,46.49832381,2.258034875,59.03654647,5.021743028,19.85145688,639.5765351,1
1255,415.582842,8576.40695,RETAIL - VACANT/DERELICT,RESIDENTIAL ONLY,19,0.376341458,2.27715575,16.94215708,6.050770387,19529.8144,3227.6575,36.01211487,-15.2017379,17.04048162,1.84997595,1.746083107,0.62360111,53.34167552,370.5414369,4.347985786,31.47013581,8.946695214,70.96463669,657.9198811,1
1257,427.9078781,6059.3925,RETAIL ONLY,RESIDENTIAL ONLY,29,0.332990927,1.120856337,9.402732816,3.366026643,6791.708485,2017.722726,34.80056742,-15.21397665,21.11964102,1.418274792,3.10802102,1.091444726,189.7345086,1017.50782,4.24753023,40.99556969,35.49731472,211.4130361,629.1197517,1
1260,394.361964,9775.8142,RESIDENTIAL ONLY,RESIDENTIAL ONLY,17,0.099060035,0.316845874,8.955866495,3.198523748,3097.42639,968.3924945,34.06371213,71.95045627,16.85721371,1.708458524,0.618501818,0.220893507,17.33753104,61.74951972,3.7712297,29.9364364,4.08939732,16.87553259,673.9695466,0
1261,470.3713292,11471.955,RESIDENTIAL ONLY,RESIDENTIAL ONLY,19,0.318406388,1.931766673,16.98755709,6.066984676,22161.14034,3652.74375,35.24364246,-12.92150301,17.65206733,1.810784763,2.425059601,0.866092715,51.8914883,395.7719235,2.38720294,34.59047654,8.327117687,74.45527121,656.3899866,1
1263,266.3857901,3973.1287,OFFICE WITH RETAIL ON GROUND FLOOR,RESIDENTIAL WITH RETAIL ON GROUND FLOOR,8,0.484149524,6.013600986,34.37311895,12.27611391,23892.81067,1923.588368,27.57172149,13.39387065,48.03014569,2.921076461,26.73855872,9.549485257,190.5286988,7891.086767,7.596413251,3.618408441,80.24478416,985.8447769,451.394798,1
1264,398.6579901,10021.95405,RESIDENTIAL ONLY,RESIDENTIAL ONLY,19,0.099867652,0.313039191,8.761277115,3.134540404,3137.264388,1000.869021,32.67326721,48.52450561,16.73562381,1.693142392,1.218874167,0.40453345,18.09465751,60.87733322,3.47613849,58.17296223,4.714706691,19.59540701,692.1729159,1
1268,404.0151925,9475.62815,RESIDENTIAL ONLY,RESIDENTIAL ONLY,21,0.104923258,0.310119507,8.246900543,2.955679387,2938.577134,994.2137725,32.99132271,57.97626079,16.60806597,1.628183684,1.513832625,0.497356842,20.68125715,68.05262585,2.776741477,41.83073771,5.760698926,23.58421767,693.5262683,1
1270,286.2206215,5335.51875,RESIDENTIAL ONLY,RESIDENTIAL ONLY,8,0.194193853,0.54844807,7.90784352,2.824229829,2926.25496,1036.124943,29.8813071,23.09188619,19.48364056,1.087854606,0.334830237,0.119582228,24.07325896,70.05432232,1.605523948,46.77189877,7.421176246,22.15962064,703.3763057,1
1271,498.7059816,12560.7475,RECREATION AND LEISURE,RESIDENTIAL ONLY,9,0.131297078,0.683964382,14.5860082,5.209288642,8591.103901,1649.189448,31.05706886,-23.43276335,18.84342788,1.503192481,5.60507626,2.00181295,63.27784926,651.9605406,10.91352029,43.56528575,11.76972871,156.7507947,665.9132197,1
1272,394.332412,8679.33255,RESIDENTIAL ONLY,RESIDENTIAL ONLY,19,0.104720969,0.31835631,8.485316791,3.040043563,2763.120286,908.908117,35.02698272,10.84314766,17.47851723,1.703516552,1.512725673,0.497937093,26.12574114,93.69117397,2.326156228,48.23908094,7.862369896,32.32813396,689.54159,1
1273,361.750514,7219.86,RESIDENTIAL ONLY,RESIDENTIAL ONLY,18,0.15632779,0.466905647,8.346115278,2.986709214,3370.993402,1128.664755,33.15030966,-34.38925927,16.8247792,1.481109318,1.152638767,0.378407689,16.32184977,56.79849209,3.059846425,43.73433439,4.565877976,19.62323872,697.0922232,1
1279,360.6515867,7697,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,RESIDENTIAL ONLY,10,0.293575419,1.765184759,16.83559655,6.012713054,13586.62709,2259.65,37.38811566,-70.51379279,18.01228854,1.653052326,2.552053517,0.911447685,87.57504647,675.3881872,3.137926432,38.29198852,13.75761537,121.8713818,629.4206853,1
1283,343.4915326,7577.62,RESIDENTIAL ONLY,RESIDENTIAL ONLY,28,0.170169251,0.476743554,7.840752074,2.801584615,3612.581486,1289.47792,35.5232848,-32.21726621,16.66017642,1.545602429,1.043070058,0.365584516,14.47927548,41.14719865,5.644109759,48.48716563,4.162882843,15.27081762,697.3233816,1
1284,431.469829,10003.02155,RESIDENTIAL ONLY,RESIDENTIAL ONLY,38,0.187887901,0.441549596,6.559428662,2.350069339,4416.830122,1879.44672,28.49331556,10.9572499,19.24597974,1.442302596,0.690389259,0.19235565,9.595213589,24.73701563,2.376147713,48.36190124,3.841576261,11.28616725,733.7076866,1
1286,314.9941267,5711.6925,RESIDENTIAL ONLY,GENERAL COMMERCIAL - MIXED USE,11,0.450685134,2.596347098,16.13048964,5.760889158,14829.53625,2574.1749,23.54528767,-21.6797119,21.28948956,1.448760418,9.804353944,3.50155498,218.1761355,1258.045808,8.320072475,82.25748735,26.515878,259.2240771,581.8845039,1
1288,322.8585704,5632.12515,RESIDENTIAL ONLY,OFFICE ONLY,9,0.327511368,1.877711071,16.05315575,5.733269912,10575.50375,1844.585015,30.35180322,-3.809752107,18.41436498,1.509596348,4.395755225,1.56991258,172.4899037,1076.257105,4.035883896,46.46890684,23.43018415,170.7559729,670.6693196,1
1296,377.7968155,8579.5275,COMMUNITY - HEALTH,RESIDENTIAL ONLY,25,0.264349299,0.886813258,9.387586146,3.354702523,7608.438733,2267.992081,34.31796066,-51.06777327,19.7974897,1.480976649,1.313942995,0.458248159,62.59514597,231.8595006,3.171850253,45.0728824,10.58769933,47.78503508,673.5791564,1
1297,550.3741152,15217.9025,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,RESIDENTIAL ONLY,33,0.333133852,1.981752153,16.65668619,5.948816497,30158.11105,5069.598486,33.49009809,-49.98105332,16.46184698,1.916026501,0.43629326,0.155819021,26.10566189,154.7744839,2.290392529,41.72929498,5.86574502,35.1575627,698.9542365,1
1299,267.73875,4369.485,COMMUNITY - HEALTH,RESIDENTIAL ONLY,15,0.270568929,0.927339901,9.589495992,3.427370226,4051.997789,1182.246876,35.6824347,-40.088261,19.44992627,1.644322686,0.81098625,0.264478689,53.24242851,181.5892633,4.587876618,46.08332941,9.26922041,32.44081718,663.3209624,1
1300,306.780955,5034.64,RESIDENTIAL ONLY,RESIDENTIAL ONLY,20,0.255705103,0.865128248,9.468938696,3.383304598,4355.609283,1287.38314,35.56043435,-21.07496867,20.31900903,1.829757281,0.803491857,0.272739451,13.38678287,49.96409065,3.567926039,65.52976703,3.362104628,15.29683718,669.0596935,1
1301,488.6766418,13690.69835,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,RESIDENTIAL ONLY,24,0.226285714,1.13563671,14.05207043,5.018596582,15547.65964,3098.00945,33.8844946,-30.34958989,18.41851048,1.618078362,2.99923721,1.071156146,78.02106018,451.4895798,5.442664732,44.20172344,16.42618524,103.3371153,686.4836161,1
1305,239.4703609,2927.6818,RESIDENTIAL ONLY,RESIDENTIAL ONLY,4,0.331631412,1.856291642,15.67287175,5.597454196,5434.631257,970.91125,30.38042117,9.465265965,18.15038544,1.530458945,0.47524657,0.169730918,5.829923204,45.90004745,0.502504307,0.201854596,1.108443872,10.55101745,677.2898298,0
1306,561.5428098,18382.25,RESIDENTIAL ONLY,RESIDENTIAL ONLY,16,0.063050987,0.24543323,10.88594701,3.892615194,4511.614986,1159.019,37.64660745,-18.44761679,21.67786496,1.423280227,2.156766631,0.748803699,41.24844364,180.5403245,7.545378507,58.42293762,12.14777767,58.06391888,672.0139819,0
1307,370.4067002,8525.7173,RESIDENTIAL ONLY,RESIDENTIAL ONLY,19,0.133231405,0.396516525,8.315741894,2.976149091,3380.5878,1135.893292,33.05102949,-4.571205619,16.31040261,1.435482089,1.977165601,0.685514821,21.98156244,87.22639909,3.280204748,63.73795331,5.745114356,31.67205491,673.7641343,2
1308,366.4325474,8330.485,RESIDENTIAL ONLY,RESIDENTIAL ONLY,16,0.134167947,0.404689497,8.43387442,3.01629043,3371.259784,1117.684074,32.67917806,-18.20023035,16.87977356,1.435573831,1.230965118,0.416537447,14.0369125,55.57859405,3.537710796,84.69820355,4.130607644,20.86302556,686.0538026,1
1310,438.1903965,10871.4175,RESIDENTIAL ONLY,RESIDENTIAL ONLY,34,0.141246431,0.421267236,8.319035832,2.982498268,4579.772,1535.548926,34.11090806,79.07989464,17.51646321,1.730225209,2.071565586,0.705487993,20.37769727,75.87410579,4.888446795,28.06818186,6.635487443,31.99066422,680.5498642,1
1313,389.87591,8944.35,RESIDENTIAL ONLY,RESIDENTIAL ONLY,21,0.128940792,0.396926924,8.604770002,3.078365795,3550.253328,1153.291574,32.72998471,34.23131694,16.30076514,1.579491203,1.477924791,0.504411508,24.0349862,87.83959012,3.628545015,50.15275213,6.204217696,28.21200114,688.4001149,1
1314,417.7485049,9066.5,RESIDENTIAL ONLY,RESIDENTIAL ONLY,19,0.143497091,0.454896594,8.866069747,3.170075375,4124.319972,1301.016375,36.70398039,-45.03454297,16.6983056,1.526555805,0.858513118,0.276295982,18.56741399,64.57941249,1.846980219,46.99054448,4.61704726,18.39754323,639.2759818,0
1317,396.504606,9328.59,RESIDENTIAL ONLY,RESIDENTIAL ONLY,25,0.157855535,0.487452785,8.629941997,3.087967626,4547.247177,1472.56957,33.89768405,-41.81136985,17.35081778,1.545919989,1.762997761,0.607240966,25.06707767,101.5648345,4.923005802,54.59100549,7.327511746,37.13816542,680.7860211,0
1319,500.5295115,13997.03,RESIDENTIAL ONLY,RESIDENTIAL ONLY,32,0.128072735,0.390021734,8.48209058,3.045314312,5459.145911,1792.637908,34.04005086,10.1031906,16.80951511,1.532530073,1.746236945,0.561464988,19.60663059,73.12285178,4.181004585,54.49736787,5.663396181,27.14556413,686.3337176,1
1323,358.535781,7995.5307,RETAIL ONLY,RESIDENTIAL ONLY,12,0.327046927,1.603188744,13.72564042,4.902014437,12818.34482,2614.913743,29.52566734,-40.17365779,19.77135039,1.422462387,5.079390758,1.814068128,114.9469713,424.8466048,6.161714619,46.98655761,18.76980385,106.4392939,642.6816389,1
1328,818.0377343,36337.25545,RESIDENTIAL WITH RETAIL ON GROUND FLOOR,TRANSPORT,27,0.58884571,4.976208055,23.27343599,8.312170103,180821.7433,21397.03698,25.33888248,-58.2788755,23.5670786,0.735001942,7.758674877,2.77031844,4628.213104,38930.58077,8.750733394,37.59522293,159.6916193,1478.795303,570.9403203,1
1332,446.6924195,11025.035,RESIDENTIAL ONLY,RESIDENTIAL ONLY,19,0.293346461,1.701989307,16.24553454,5.80197662,18764.49168,3234.155,35.77535142,0.941239287,18.07682637,1.693422819,2.827340542,1.009764479,34.86048417,318.665413,1.860504125,33.3303138,7.063313531,65.61011794,648.0743723,1
1333,509.7036679,12575.41,RESIDENTIAL ONLY,RESIDENTIAL ONLY,28,0.1814365,0.565766288,8.73112966,3.118260593,7114.74303,2281.638375,36.73461678,-0.21146796,17.79713853,1.452096139,0.212533249,0.075904732,7.413040173,23.45046248,1.446285293,47.32970613,3.257314694,10.12059563,633.8607745,2
1336,248.8753771,3832.99,RESIDENTIAL ONLY,RESIDENTIAL ONLY,19,0.30532052,0.863556444,7.919408878,2.828360313,3310.003214,1170.2905,29.72159427,-60.47339339,17.98795556,1.431596863,1.677722126,0.599186473,35.7139931,159.6199872,3.471923594,42.29524565,10.74404774,55.06866317,685.5790517,1
1337,343.7285386,4676.07,RESIDENTIAL ONLY,RESIDENTIAL ONLY,12,0.358142447,2.283353485,17.85152754,6.375545552,10677.12073,1674.69915,27.35913586,28.6185177,52.59095103,2.556746946,4.306060416,1.53787872,289.9873739,2442.489436,5.85620614,15.25269823,70.06859925,636.3523973,678.43226,2
1342,451.5387894,9721.35585,RESIDENTIAL ONLY,RESIDENTIAL ONLY,7,0.408989105,1.907679762,13.06025829,4.664377962,18545.23382,3975.928625,11.90756347,-64.83022258,22.5313656,0.749428735,0.3506965,0.12524875,146.7579484,682.8371481,3.699646736,42.25248475,18.08056303,85.98088072,764.0776093,1
1349,396.5308448,9306.1,RESIDENTIAL ONLY,RESIDENTIAL ONLY,24,0.133766456,0.394488218,8.233016788,2.949081792,3671.146808,1244.844014,33.34194109,5.841607323,16.37360933,1.544308702,1.960717515,0.672744713,18.85897185,76.67642977,3.255401839,57.88525231,5.160392947,29.02093862,688.2841832,1
1351,311.5679273,5985.8475,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,RESIDENTIAL ONLY,13,0.380784839,2.508312811,18.44421091,6.587218183,15014.37797,2279.319975,30.81873449,20.9228923,18.28690946,2.000644423,2.573978014,0.919277862,94.79319535,435.6954714,4.273022075,39.95925264,18.66911704,77.69902957,668.8991341,1
1353,179.5233811,1901.48445,RESIDENTIAL ONLY,RESIDENTIAL ONLY,3,0.220338378,1.049356713,13.33493896,4.762478199,1995.335473,418.97,30.16087363,-50.16613638,17.00870059,1.661913015,0.207293956,0.074033556,2.007129022,18.79977825,0.597750293,0.074795564,0.34937751,5.179443947,681.4218537,1
1354,332.163746,6820,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,RESIDENTIAL ONLY,15,0.349159245,2.307951641,18.50807233,6.610025833,15740.23019,2381.26605,35.01320522,26.38166847,17.21457878,2.085694108,1.465953669,0.523554882,51.48275528,337.6260606,2.854158407,42.93679406,10.24239457,64.89400405,655.050408,1
1355,300.9708859,5504.303,RESIDENTIAL ONLY,RESIDENTIAL ONLY,13,0.144837743,0.43533672,8.387266872,3.005685624,2396.225216,797.230821,35.8660148,-5.886870092,16.74235368,1.510543399,1.167600603,0.352121943,16.93425086,60.86998274,3.151667247,58.66624124,4.790399308,21.30485478,669.8665978,1
1356,533.5002366,17039.015,RESIDENTIAL ONLY,RESIDENTIAL ONLY,33,0.130341653,0.425780987,9.129890832,3.266653275,7254.888631,2220.893381,33.91353352,-21.63848713,16.66418275,1.544694742,1.53533256,0.521323703,15.27799242,62.32235812,4.376880964,47.58963042,4.363859949,24.13566737,706.3609183,1
1362,410.9490578,8792.0841,RESIDENTIAL ONLY,RESIDENTIAL ONLY,13,0.113324126,0.347598797,8.579808708,3.067297371,3056.117852,996.35525,37.20058402,36.43198824,17.75182055,1.436303425,0.918359264,0.305275693,11.46989456,38.16759342,1.98299845,37.37127148,4.256200404,16.49942199,647.6111133,1
1363,162.0350925,1515.78205,RESIDENTIAL ONLY,RESIDENTIAL ONLY,3,0.292066231,1.185680211,11.36695796,4.059627843,1797.232781,442.70875,31.44085336,10.25288885,17.67483738,1.404623072,0.208604971,0.074501776,1.307311348,13.31254808,0.64331901,51.64852255,1.613437612,8.520014165,718.8009137,1
1364,368.1726321,8328.2379,RESIDENTIAL ONLY,RESIDENTIAL ONLY,13,0.215382325,0.780387039,10.0355003,3.623264084,6499.248919,1793.755239,16.72646632,-4.196773726,18.7246685,0.936483869,6.817371501,2.38746769,132.104696,938.3175534,2.914446499,12.2900247,17.3141565,195.9467631,690.5404045,1
1365,322.9395857,6020.7185,RESIDENTIAL ONLY,RESIDENTIAL ONLY,16,0.155698718,0.465063192,8.363440387,2.986942995,2800.014563,937.41815,37.86359461,21.58048085,17.98953923,1.655345165,1.598763454,0.570986948,23.46307047,46.39373788,8.26108683,32.714477,4.984461478,16.84749741,676.7439126,1
1366,268.6353773,4532.67,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,RESIDENTIAL ONLY,13,0.447830694,2.777703727,17.36721167,6.202575598,12590.41435,2029.86875,36.05276577,6.077584534,17.42000056,2.019135091,0.53852262,0.192329507,68.79067295,416.6680658,4.8434952,43.10978519,12.83733445,78.01594963,655.9329805,1
1370,447.1555356,10758.4167,RESIDENTIAL ONLY,RESIDENTIAL ONLY,24,0.213269421,1.061085957,13.93092681,4.975331005,11415.60488,2294.441296,28.82031129,-10.20357826,17.94792556,1.855604584,3.738569392,1.335203354,80.12733777,460.4847313,5.960735096,39.58955993,18.16923031,118.4434676,734.0275773,1
1372,422.7347933,10484.5486,RESIDENTIAL ONLY,RESIDENTIAL ONLY,29,0.123132237,0.357652629,8.085052856,2.904622222,3749.826369,1290.98592,32.98634093,8.0267341,17.04125988,1.603757996,2.047425012,0.680181358,21.50137701,79.03115728,3.285267477,45.94408741,6.397717543,31.10400409,690.4019836,1
1375,500.1720231,13916.8,RESIDENTIAL ONLY,RESIDENTIAL ONLY,22,0.135747578,0.416296114,8.586739679,3.066692743,5793.509754,1889.171894,34.20798891,53.00969227,16.82061713,1.336650146,0.644413244,0.230147587,21.72145049,56.00332158,4.310473015,50.09938288,6.059068138,15.4530554,668.8532623,1
1378,230.8807349,2825.77445,RESIDENTIAL ONLY,RESIDENTIAL ONLY,5,0.241693476,1.106528707,12.81904839,4.578231566,3126.800549,682.97125,32.00616847,-50.03588604,17.35016904,1.631623894,0.21771497,0.077755346,2.201720847,12.02058841,0.494040054,0.056839974,0.500445617,3.471656762,672.4672381,1
1380,609.4901746,12904.3745,OFFICE ONLY,RESIDENTIAL ONLY,5,0.416605827,7.372080987,49.23581476,17.58554252,95132.09391,5376.037606,33.49593063,37.32185387,52.06601605,3.062436797,19.39393115,6.922362111,974.3171219,26922.27356,6.462912324,37.92796025,55.18192391,1982.55665,422.1810549,1
1382,217.3414493,2930.1225,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,RESIDENTIAL ONLY,7,0.434897432,2.950368732,18.99535806,6.784056449,8644.941804,1274.30275,35.27279271,17.63916978,21.68229712,2.061970701,5.427531866,1.938404238,115.958663,731.7101647,10.15823613,34.73529817,26.79446293,153.2605273,571.9468093,2
1383,325.529066,3067.66935,OFFICE ONLY,RESIDENTIAL ONLY,11,0.214192739,0.921264207,12.04307763,4.301099153,2826.13397,657.0725,32.48634908,-33.29134974,19.49383812,2.162149524,2.221613078,0.793433242,74.08197847,414.5316049,10.10962303,34.9245605,14.78601246,99.20045641,645.2487564,1
1385,334.8374961,6820.3431,RESIDENTIAL ONLY,RESIDENTIAL ONLY,29,0.208429647,0.560693916,7.53224398,2.690087136,3824.124884,1421.561706,20.00146281,-10.27432659,18.00247883,1.545769495,1.236253161,0.441518986,16.52014736,42.29075118,6.940244127,32.54679792,3.89641449,15.44937446,737.0424202,1
1386,331.9688125,6799.2246,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,RESIDENTIAL ONLY,11,0.403848992,2.468025702,17.11152471,6.111258826,16780.66106,2745.86,32.79501938,47.88628557,17.98811582,1.568433848,1.236238587,0.441513781,157.3594397,1144.509556,4.492120325,45.39606919,21.55845362,166.5428866,670.4618615,1
1388,218.027373,2326.50795,RESIDENTIAL ONLY,RESIDENTIAL ONLY,5,0.290955378,1.205504791,11.60113771,4.143263467,2804.61648,676.91,30.38671956,-50.40315689,17.24170001,1.478513183,0.211778428,0.075635153,2.516855914,16.94881787,0.646561766,0.078639753,0.386576518,4.680935306,699.7698254,1
1389,323.8201635,6265.128,RESIDENTIAL ONLY,RESIDENTIAL ONLY,30,0.227117752,0.589107333,7.262754765,2.593840988,3690.832847,1422.921789,19.91041613,-10.21203814,18.14375875,1.505951165,1.294453293,0.462304748,16.83378522,42.57769442,7.139706252,32.84200715,4.058135285,16.09872909,734.0681325,1
1391,581.2721046,14734.9425,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,RESIDENTIAL ONLY,33,0.36029457,1.978963937,15.3793576,5.492627713,29159.91982,5308.919777,32.00339127,-70.69412442,16.79661042,1.744155943,3.032864922,1.083166044,32.90739447,202.7635437,2.089096523,34.51846582,7.766634019,50.09816956,680.354803,1
1392,573.0067096,14489.71,RESIDENTIAL ONLY,RESIDENTIAL ONLY,21,0.378884673,1.65723779,12.24717213,4.373990047,24012.89498,5489.92904,27.4395545,-67.3484082,37.85773574,1.327008745,5.371842125,1.918515045,772.4751455,1433.668929,9.183434732,37.29968416,118.3934672,222.5330524,663.3789233,1
1396,1012.681766,44106.77745,RESIDENTIAL ONLY,RETAIL ONLY,21,0.637920534,8.090005282,35.17568865,12.56274595,356824.0625,28136.619,22.03648516,13.15367131,34.19657653,0.822931113,6.988913167,2.496040417,7413.040515,110486.8264,4.310544211,15.84501077,274.2993841,4263.389942,586.3635517,1
1398,449.9281581,10918.075,RESIDENTIAL ONLY,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,17,0.401147973,2.252103642,15.71961122,5.614146865,24588.63647,4379.76366,35.04345878,-26.04490686,21.07136464,1.519682666,2.404116059,0.858612878,187.8710486,955.804108,3.797826668,53.01177367,29.75241489,156.6775001,647.0443502,0
1401,359.3972869,7076.695,RESIDENTIAL ONLY,RESIDENTIAL ONLY,5,0.089899308,0.251486008,7.832772427,2.797418724,1779.689773,636.1899815,34.10686204,11.75643075,18.09559111,1.054057639,0.92496639,0.330345139,3.29260244,48.44492453,4.354276957,57.23549841,0.499026705,17.05090932,689.5508117,1
