OID_,Shape_Length,Shape_Area,Majority_use,Minority_use,N,BD,PR,BH,BF,BA,BFA,RS,BO,BP,BV,std_BH,std_BF,std_BA,std_BFA,std_RS,std_BO,std_BP,std_BV,SP,SP_Classification,Kmeans_Cluster
86,420.4506744,10658.32,RESIDENTIAL ONLY,RESIDENTIAL ONLY,17,0.198506803,0.609207471,8.591611827,3.068950099,6493.128177,2115.749024,33.4834434,-4.392579027,17.73398711,1.108837846,0.841941882,0.296821983,96.15440683,28.1214463,2.265870668,40.36959869,6.725411486,26.56679704,711.8573979,2,1
87,335.1314183,5175.645,RESIDENTIAL ONLY,RESIDENTIAL ONLY,22,0.206220727,0.475260342,6.390648923,2.304619651,2459.778811,1067.325275,29.00810381,-0.933929724,19.42407271,1.144042312,1.86608588,0.615841325,100.1204527,32.13617815,4.772890477,42.00047608,10.24808427,38.86591733,687.862953,1,2
88,497.5211423,11040.2635,RESIDENTIAL ONLY,RESIDENTIAL ONLY,51,0.171461576,0.447477014,7.223960404,2.609780137,4940.264144,1892.980979,36.4169747,15.23361003,17.29787046,1.59143983,2.367286832,0.78013255,59.12889897,16.39745862,6.195786621,22.82348556,6.142600552,29.35548855,653.4018932,1,1
89,491.998003,13972.4526,RESIDENTIAL ONLY,RECREATION AND LEISURE,19,0.208946332,1.080843169,14.48391483,5.172826725,15102.02995,2919.492718,32.42513137,-1.344512209,19.29218817,1.783206842,1.364301366,0.487250488,189.1556423,30.97985952,1.778171877,40.44769899,5.848907567,44.35153709,702.8514498,1,1
90,855.6902739,23965.15,RESIDENTIAL ONLY,RESIDENTIAL ONLY,106,0.178653113,0.554379605,8.659380018,3.103106322,13285.79038,4281.448643,37.40218312,-66.3791498,17.10705075,1.868523735,2.181911261,0.747208784,68.0120511,20.73470004,5.6621337,37.06926381,6.578324989,29.14919394,657.5596208,1,1
91,386.8522064,8282,RESIDENTIAL ONLY,RESIDENTIAL ONLY,16,0.159885529,0.509759316,8.927174968,3.188276774,4221.826657,1324.17195,33.83499612,-34.09095488,16.60671424,1.425935298,0.484090102,0.172889322,25.1686621,6.096315455,1.098862101,44.98338027,1.921253301,8.876996113,690.9006159,1,1
92,451.8252459,9020.5846,RESIDENTIAL ONLY,RESIDENTIAL ONLY,14,0.123507267,0.389699409,8.834770385,3.155275137,3515.316483,1114.10775,34.1157728,11.16795801,16.01075151,1.414435183,0.429410478,0.153360885,22.6036284,5.901681811,1.349907235,58.02909932,1.328083649,6.937188449,705.0368427,1,1
93,371.4414585,9175.035,RESIDENTIAL ONLY,RESIDENTIAL ONLY,17,0.183352102,0.946823681,14.45909963,5.163964155,8687.140411,1682.26195,33.59362476,8.761457562,19.99684801,1.954752495,0.88765412,0.317019329,226.5238682,37.43159202,2.225053469,53.72493581,9.004022185,59.81645544,695.7763235,1,1
94,357.9625006,5467.2189,RESIDENTIAL ONLY,RESIDENTIAL ONLY,21,0.275035525,0.943823505,9.578903487,3.43164217,5160.089704,1503.679419,32.46246211,30.32411594,19.12389948,1.678599207,1.472504768,0.467079496,58.64453575,17.32557872,2.411397873,0.409297744,5.879405028,24.5661735,672.4634904,1,1
95,706.9788239,17659.1243,RESIDENTIAL ONLY,RESIDENTIAL ONLY,53,0.19852327,0.521494838,7.351158534,2.626870098,9209.142168,3505.747101,33.09343735,-3.42836251,17.31521125,1.32761558,0.611431568,0.206250308,55.91783962,21.50637563,2.553491875,71.41323634,5.304155523,15.12817142,713.7937568,2,1
96,283.0584825,4541.545,RESIDENTIAL ONLY,RESIDENTIAL ONLY,17,0.183536374,0.450607955,6.874399065,2.455142523,2046.456305,833.5387,25.46836992,2.993220077,16.22369684,1.410599062,0.118973482,0.042490529,13.88557603,5.773117719,2.297880739,65.83636374,1.546400647,3.752607814,736.9514123,2,2
97,494.9008858,10337.8575,RESIDENTIAL ONLY,RESIDENTIAL ONLY,40,0.262466193,0.896254578,9.523840654,3.41474294,9265.352114,2713.338103,33.24933059,22.18721424,22.6205334,1.771658065,2.174585572,0.730298755,85.43426125,19.27770591,4.019406007,9.157991768,7.729582357,40.82545009,638.9083708,1,1
98,362.6417184,5475.90255,RESIDENTIAL ONLY,RESIDENTIAL ONLY,22,0.296423565,1.06178618,10.00726552,3.581989781,5814.237652,1623.186553,35.88796892,29.85133616,18.7151853,1.69059261,1.854818437,0.627436872,80.8936097,20.41580517,4.457229949,0.574772403,6.20211708,32.53114786,670.6061804,1,3
99,1031.409412,20168.7,RESIDENTIAL ONLY,RESIDENTIAL ONLY,75,0.159217465,0.468857714,8.229975012,2.944763083,9456.25057,3211.209284,37.0077572,-46.4842114,17.4338148,1.759302295,1.600579509,0.551247736,67.23442646,19.78121746,4.941914372,55.28166606,6.541264422,27.42267106,659.8194819,1,1
100,742.4568763,26398.59,RESIDENTIAL ONLY,RESIDENTIAL ONLY,59,0.148404886,0.436881075,8.208310113,2.943845635,11533.04437,3917.679738,32.3068786,55.98538672,16.37101015,1.370205541,1.299218095,0.401797473,45.07053345,12.53042377,3.123157822,42.10217059,3.905995247,18.53876778,703.3257795,1,1
101,451.3158468,10909.4481,RESIDENTIAL ONLY,RESIDENTIAL ONLY,18,0.126322552,0.423697139,9.391450461,3.35408945,4622.301944,1378.109325,32.43629308,-14.09505734,16.3542215,1.547735161,0.372101136,0.132893263,25.68420957,6.013061223,1.560873159,32.12051803,1.997229172,9.538476234,691.7623792,1,1
102,516.5150249,10551.97,RESIDENTIAL ONLY,RESIDENTIAL ONLY,43,0.271366423,0.958507975,9.861755505,3.532153917,10114.1474,2863.450354,33.75629369,18.18366844,22.31445058,1.844343297,1.980005874,0.66696152,84.05653989,19.56531335,3.926179345,8.721373007,7.566819391,39.08164694,667.1842773,1,1
103,406.7566907,10096.525,RESIDENTIAL ONLY,RESIDENTIAL ONLY,19,0.148062984,0.471497254,8.916423814,3.184437076,4760.483811,1494.921622,35.16128388,3.601465549,16.3653491,1.461733916,1.345015947,0.480362838,28.18425295,9.659681648,3.53629855,57.0577654,2.476234563,12.51671053,686.8860109,1,1
104,710.5533446,26410.8719,RESIDENTIAL ONLY,RETAIL ONLY,69,0.153372165,0.443145579,8.082186848,2.889348154,11703.86113,4050.692599,32.39916109,0.96457098,17.04906639,1.395371875,2.337217149,0.827341484,247.038053,44.71036624,7.894513892,65.74740396,9.841250847,65.88780048,682.1244902,1,1
105,355.1662719,5256.58645,RESIDENTIAL ONLY,RESIDENTIAL ONLY,14,0.214692013,0.798098546,10.40875206,3.717411451,4195.274005,1128.547124,33.9307113,29.8890846,17.40014144,1.724167775,0.785476741,0.280527408,82.65440057,27.90564728,2.072891248,0.449098555,5.132760379,12.93463931,682.790211,1,1
106,381.0189273,8375.82305,RESIDENTIAL ONLY,RESIDENTIAL ONLY,16,0.154990712,0.487003198,8.798004367,3.142144417,4079.052613,1298.174775,34.09984498,-3.25271161,16.49154736,1.414475286,0.52360608,0.187002171,24.29011849,6.363495452,1.825656716,76.54430843,2.034755547,8.842419477,640.2729666,1,1
107,406.8878827,9720.495,RESIDENTIAL ONLY,RESIDENTIAL ONLY,18,0.147509947,0.472871213,8.975932946,3.205690338,4596.542261,1433.8697,34.78608075,74.65327785,16.35009524,1.449062294,0.377751604,0.134911287,31.42162835,7.014897294,1.345205812,25.67352635,2.017507167,10.56997406,685.7179066,1,1
108,376.1073535,8364.66,RESIDENTIAL ONLY,RESIDENTIAL ONLY,26,0.196098194,0.499285463,7.116836891,2.546099225,4176.353145,1640.29472,32.52991903,-12.42019216,20.35507426,1.094884355,1.262822982,0.434143335,147.621154,48.59737076,3.80843751,47.04472983,11.43528162,39.93440822,670.6848922,1,1
109,361.4285742,8040.1733,RESIDENTIAL ONLY,RESIDENTIAL ONLY,33,0.169127613,0.471764358,7.779539345,2.789398792,3793.067192,1359.815319,35.49095148,37.34809706,17.70188752,1.600397803,2.127482643,0.731642944,100.1911869,31.0297054,5.459846161,0.459734849,8.363929292,35.01095818,661.0083052,1,1
110,356.54305,7898.025,RESIDENTIAL ONLY,RESIDENTIAL ONLY,31,0.199014091,0.560710897,7.859760779,2.817443189,4428.508684,1571.818265,36.46858291,20.81714309,19.04951847,1.568959474,1.844320792,0.626425403,64.55397204,17.36316878,4.312851102,53.17442881,6.489192028,30.1778199,621.6137207,1,1
111,395.884878,8925.975,RESIDENTIAL ONLY,RESIDENTIAL ONLY,38,0.192240977,0.521897358,7.526954278,2.714808096,4658.442769,1715.93815,34.40101193,-2.462519522,18.06240667,1.535601765,2.214855847,0.724415042,73.2153991,20.47607769,6.164642634,57.70228783,7.197270303,33.47644046,668.531441,1,1
112,415.5841383,9855.495,RESIDENTIAL ONLY,RESIDENTIAL ONLY,31,0.175934825,0.518068271,8.238789412,2.944660156,5105.819257,1733.92479,35.98917462,27.02538118,17.99761852,1.582388222,1.397469653,0.489826545,59.26694206,16.64539563,2.926728609,47.47404169,5.943373346,25.78751747,634.9688997,1,1
113,443.0331819,11101.525,RESIDENTIAL ONLY,RESIDENTIAL ONLY,37,0.17886073,0.502837433,7.833239715,2.811335013,5582.262333,1985.626871,35.0414211,23.75150348,18.83331888,1.526644067,1.643156803,0.538141091,67.42337086,22.70252026,4.143601163,40.65278665,7.517878144,29.20284469,644.2061791,1,1
114,902.1538083,13440.3245,RESIDENTIAL ONLY,RESIDENTIAL ONLY,28,0.137193246,0.380789209,7.688075222,2.77556818,5117.930536,1843.921745,34.65842392,-31.25975482,16.96004659,1.226855151,2.073636674,0.652331948,98.56201211,28.61560215,4.212118287,57.00055673,8.071232483,36.06924894,628.7188984,1,1
115,346.4814784,5399.05295,RESIDENTIAL ONLY,RESIDENTIAL ONLY,12,0.165453115,0.389295327,6.558771401,2.352904172,2101.826085,893.2901295,31.26673782,29.38334998,17.61422791,0.99464816,1.500014379,0.50276109,110.897751,37.90860619,3.596952478,11.7869161,9.962469329,34.87577182,661.8439066,1,1
116,878.820263,25878.0475,RESIDENTIAL ONLY,RESIDENTIAL ONLY,74,0.175482015,0.508103237,8.061338136,2.895471862,13148.7197,4541.131931,31.43321853,35.25356769,16.40896402,1.362751175,1.607982189,0.510948928,57.88450758,15.89308461,2.644870448,57.94770846,4.989256368,23.81703692,697.90077,1,1
117,477.4646283,11482.387,RESIDENTIAL ONLY,RESIDENTIAL ONLY,10,0.129037628,0.416307544,9.033497633,3.226249155,4780.204336,1481.659988,37.97226128,5.006046763,19.72962617,1.164347048,0.418048753,0.149303126,106.9084479,29.22441088,2.238172639,50.79295128,7.236507636,27.55387379,645.8208901,1,1
118,438.9235632,11393,RESIDENTIAL ONLY,RESIDENTIAL ONLY,34,0.166385581,0.451694038,7.570159613,2.714742683,5146.150176,1895.630929,31.18983716,15.61632538,16.47796091,1.305382777,2.089802123,0.717912879,74.47464736,20.35561596,4.171781109,42.85697815,6.0347732,31.35371268,696.8714499,1,1
119,396.7005435,9533.1,RESIDENTIAL ONLY,RESIDENTIAL ONLY,27,0.183405375,0.482748594,7.369991556,2.632139841,4602.090624,1748.421785,36.28190362,-9.511143102,17.70989555,1.372633737,0.451109255,0.161110448,25.72518677,9.302476921,2.693334116,44.85344202,2.813509776,8.410112514,682.5653918,1,1
120,380.1318471,6614.17605,RESIDENTIAL ONLY,RESIDENTIAL ONLY,53,0.213727146,0.482356641,6.226305959,2.256344069,3190.391744,1413.628969,32.65528184,-48.73616486,17.45743036,1.516915747,2.568324812,0.864298903,76.77460368,22.06735403,10.32082658,43.5884786,7.958809596,36.39529192,671.9973467,1,1
121,925.2567168,40309.1369,RESIDENTIAL ONLY,RESIDENTIAL ONLY,88,0.167417725,0.740532813,12.3818341,4.423264105,29850.23855,6748.46398,36.58976945,-4.609599419,17.86423864,1.801087147,4.158131023,1.482185486,420.7543814,68.67189466,4.368733757,52.62796194,14.35659864,107.586431,628.7046559,1,1
122,439.4166321,10721.185,RESIDENTIAL ONLY,RESIDENTIAL ONLY,46,0.196967425,0.548332998,7.740186244,2.783876564,5878.779509,2111.724199,34.71963087,18.74312048,17.89456275,1.550272583,2.104735579,0.698167913,75.17899709,20.88240967,5.583072904,58.4140084,7.042366767,32.47744381,667.0782046,1,1
123,321.7622105,6498.955,RESIDENTIAL ONLY,RESIDENTIAL ONLY,33,0.208864206,0.542222638,7.150158406,2.596053423,3523.880527,1357.399076,35.13671426,21.0100848,17.80160394,1.498914973,2.156175882,0.663077368,61.07443567,18.62368399,5.273459148,54.2397879,6.877701072,29.16576201,660.868784,1,1
124,428.7370019,9633.075,RESIDENTIAL ONLY,RESIDENTIAL ONLY,33,0.20799093,0.531676313,7.140143145,2.556247594,5121.677802,2003.592232,30.98855471,-2.142232722,19.86880409,1.156672604,1.448663599,0.496563467,98.06606918,31.59272601,2.963276342,41.85835572,9.909173097,36.07665859,678.4442403,1,2
125,472.9714854,11864.88755,RESIDENTIAL ONLY,RESIDENTIAL ONLY,22,0.134909365,0.427010084,8.862455433,3.165162655,5066.426627,1600.68445,33.67544607,-10.84757957,16.01489694,1.48488843,0.471831639,0.1685113,13.70760068,2.284554531,1.57032112,49.76750668,0.533393098,5.855524239,689.109786,1,1
126,408.2922774,9160.72155,RESIDENTIAL ONLY,RESIDENTIAL ONLY,45,0.18644758,0.546230093,8.166143544,2.929671115,5003.861786,1707.994367,36.64347127,-42.1520844,17.94350434,1.857760341,2.093249507,0.70696617,66.75311133,16.52180021,5.01178811,53.56828457,5.94304096,29.85693406,658.5210555,1,1
127,491.1287932,12857.925,RESIDENTIAL ONLY,RESIDENTIAL ONLY,39,0.209601971,0.542288914,7.221763328,2.587231944,6972.710187,2695.046426,32.5143634,-0.309576197,18.44962756,1.111111173,1.520312755,0.516163631,108.461766,35.7376786,3.911997807,46.32265386,9.86386267,35.97388756,677.5819185,1,1
128,799.420977,21173.61975,RESIDENTIAL ONLY,RESIDENTIAL ONLY,110,0.191522014,0.483979324,7.003404609,2.526829687,10247.59418,4055.214289,34.58791392,-60.11918263,17.55375659,1.549636832,2.191902032,0.726451016,60.21659955,17.67819337,6.968854898,37.91412965,6.401147797,28.82175831,675.2942496,1,1
129,440.5321871,10869.465,RESIDENTIAL ONLY,RESIDENTIAL ONLY,52,0.20362866,0.545714002,7.42665649,2.679946926,5931.619243,2213.334588,34.15620884,1.269278974,18.11499168,1.542765803,2.072535653,0.666800774,67.01227138,20.59756012,4.823529597,31.73684262,7.391769764,30.77071745,675.6518522,1,1
130,827.2136483,29706.565,RESIDENTIAL ONLY,RESIDENTIAL ONLY,82,0.168178571,0.710947724,11.83563913,4.227338361,21119.81476,4996.007638,32.50305057,7.970817119,19.86774736,1.909486362,4.166602339,1.48730472,518.4487258,80.89862141,5.908872594,53.13335331,19.86858178,150.9999859,690.7816023,1,1
131,966.1132072,20430.95915,RESIDENTIAL ONLY,RESIDENTIAL ONLY,47,0.12315252,0.310735327,7.064889271,2.52317474,6348.620763,2516.124096,26.91428737,20.53059724,17.41316377,1.432901332,0.322041516,0.115014827,23.6321388,9.036958571,3.303791761,58.89344118,2.854073892,7.686542457,734.2965238,2,2
132,480.1252462,12494.1,RESIDENTIAL ONLY,RESIDENTIAL ONLY,45,0.182089205,0.550700895,8.442451406,3.024346748,6880.512049,2275.040733,35.63898571,41.723228,17.79575547,1.669709821,1.636163306,0.548737905,61.04637455,17.91408908,4.418602621,25.66269669,6.263883295,26.24849427,659.4814346,1,1
133,474.4409684,11890.53,RESIDENTIAL ONLY,RESIDENTIAL ONLY,50,0.206288086,0.582023658,7.865522464,2.821411885,6920.569763,2452.874675,34.85704146,-14.81062448,18.81494016,1.583998291,1.739265686,0.580582331,69.24519794,20.19708087,4.119932562,75.6891682,7.769795441,31.7024918,669.0660527,1,1
134,506.4705383,13232.41,RESIDENTIAL ONLY,RESIDENTIAL ONLY,24,0.140515669,0.464204153,9.250011968,3.303575703,6142.539675,1859.36095,33.85256858,5.325918046,16.22576981,1.510494264,0.504381544,0.180136266,22.91554547,6.150902669,1.599234505,44.99973166,1.770784146,8.140385578,701.7620347,1,1
135,577.2482055,15522.2375,RESIDENTIAL ONLY,RESIDENTIAL ONLY,32,0.155925635,0.447538529,8.032921366,2.870204943,6946.799336,2420.314739,34.9765417,-0.967828168,18.44241533,1.288656671,1.375343169,0.485744953,127.8319796,46.81859472,3.831578732,45.64134388,13.02764079,35.44862832,647.1314569,1,1
136,437.7583687,9997.145,RESIDENTIAL ONLY,RESIDENTIAL ONLY,29,0.178538118,0.507743045,7.914814001,2.843891545,5075.980846,1784.871454,36.4768092,-0.462566417,18.87680002,1.471494372,1.62434496,0.513819573,73.72131367,20.55608146,4.317318699,46.84363049,6.858403513,28.86828059,633.5540773,1,1
137,511.536097,13647.5762,RESIDENTIAL ONLY,RESIDENTIAL ONLY,26,0.139874816,0.455921048,9.126581592,3.259493426,6222.217245,1908.952214,34.51189701,-18.7038168,16.17030968,1.52886972,0.50879023,0.181710796,15.02272624,2.337519762,1.708596618,22.81213429,1.03889551,6.776501224,696.2832772,1,1
138,496.8849212,13829.325,RESIDENTIAL ONLY,RESIDENTIAL ONLY,21,0.158038784,0.488943837,8.653943625,3.09382181,6761.763229,2185.569711,31.42915996,-17.25643397,20.93776319,1.173994744,1.887637741,0.663217057,422.9774161,95.68208005,6.596588252,45.53720567,22.88803421,110.2520572,643.9191125,1,2
139,775.2967849,27384.0484,RESIDENTIAL ONLY,RESIDENTIAL ONLY,67,0.203216821,0.506325987,6.97073374,2.491555483,13865.25532,5564.899274,32.36301124,-54.68980811,19.98320904,1.060859835,1.536288002,0.542775212,114.4444936,47.902238,4.810656406,41.54911557,12.37882012,34.60103478,640.9679871,1,1
140,635.5134017,19941.45975,RESIDENTIAL ONLY,RESIDENTIAL ONLY,27,0.118162378,0.366444728,8.649298751,3.101196298,7307.4428,2356.330305,34.17547893,7.302815724,22.8973708,1.258310564,2.932318034,1.01766491,403.3839305,87.03817337,6.321679612,50.25941069,21.59046546,114.4962595,603.3853148,0,1
141,270.6889459,4006.5624,RESIDENTIAL ONLY,RESIDENTIAL ONLY,10,0.218783203,0.7895644,10.09399013,3.608889483,3163.439038,876.5685565,35.29525081,28.5513131,20.57209991,1.681299259,1.214626792,0.405830545,87.39650068,24.15115082,1.343657401,12.57955944,5.68292131,25.0305093,642.5560933,1,1
142,424.3653452,11530.7824,RESIDENTIAL ONLY,RESIDENTIAL ONLY,21,0.172535514,0.547727974,8.875127103,3.174581058,6315.732079,1989.469469,33.6773509,-17.69938555,21.53296168,1.43445482,2.095059877,0.731917593,129.3288929,33.79487705,4.578411577,42.32463177,9.439640733,46.95812755,628.2932892,1,1
143,834.8442756,30569.1869,RESIDENTIAL ONLY,COMMUNITY - RELIGIOUS,60,0.170975618,0.571583876,9.344887306,3.343072434,17472.85435,5226.585618,35.15026839,-25.06783134,20.50724855,1.254848826,3.229130725,1.140515601,1085.869267,210.5088934,8.520568189,60.73113108,32.51226933,181.8642717,618.2202738,1,1
144,292.2166338,4666.1776,RESIDENTIAL ONLY,RESIDENTIAL ONLY,12,0.205007049,0.686981439,9.336725636,3.351013748,3205.577402,956.5992985,35.93435273,74.82612112,21.79917363,1.528574929,1.994701629,0.645887323,112.7894302,29.43719998,4.686079839,2.994143646,9.538841853,43.69767058,631.6195565,1,1
145,451.8326384,11254.00745,RESIDENTIAL ONLY,RESIDENTIAL ONLY,32,0.186451304,0.538548399,8.060693766,2.888413159,6060.827696,2098.32436,31.77750904,16.67400583,16.33203329,1.34740521,1.265596284,0.405100359,44.07848599,12.53398452,2.658534378,43.62614061,3.989600202,18.36605197,704.6425452,1,1
146,398.6184225,8929.94,RESIDENTIAL ONLY,RESIDENTIAL ONLY,30,0.187683601,0.554963549,8.231363027,2.956910166,4955.791194,1676.003298,31.74805708,10.02163175,16.31436175,1.451972463,1.634407015,0.51346575,60.27818925,17.9070013,5.498699028,51.10655923,5.574394738,23.45188555,717.1159027,2,1
147,542.8754734,17097.84,RESIDENTIAL ONLY,RESIDENTIAL ONLY,29,0.157382449,0.458082917,8.131801,2.910635325,7832.228417,2690.89994,34.28809825,-9.33985629,20.91797778,1.150455972,2.377963802,0.833495847,260.6501712,72.33436001,4.547026106,45.28647129,16.7050658,73.79629102,632.3956141,1,1
148,951.8448785,33090.49065,RESIDENTIAL ONLY,RECREATION AND LEISURE,78,0.190267238,0.570475504,8.378985355,2.998285511,18877.31435,6296.036275,30.91336161,-30.00056316,21.15995189,1.228369429,1.717980682,0.592199144,1119.290595,319.4981731,6.418483642,30.62362818,61.90056234,220.9884821,684.3009795,1,2
149,499.62255,12807.64325,RESIDENTIAL ONLY,RESIDENTIAL ONLY,34,0.243742706,0.528624876,6.046272868,2.168782344,6770.438825,3121.769622,31.19321213,-45.97053659,19.20065922,0.798310255,1.202112047,0.398685854,129.3244444,53.91732597,3.070848756,44.26563904,13.96843237,37.94345348,659.4406995,1,2
150,352.027695,6891.3358,RESIDENTIAL ONLY,RESIDENTIAL ONLY,23,0.183368458,0.483470735,7.382502203,2.63660793,3331.759187,1263.653619,30.53649405,-4.931366727,18.45993967,1.529768904,0.855972166,0.305704345,32.66431006,16.62491526,3.171884244,24.89158762,4.304378801,12.87254303,705.3508659,1,2
151,167.5723207,1525.42215,RESIDENTIAL ONLY,RESIDENTIAL ONLY,8,0.333391317,1.023589601,8.596657245,3.07023473,1561.40625,508.5625,32.62552629,-20.52662589,17.60010993,1.609036619,0.47628157,0.170100561,24.6545146,5.952796427,0.625387318,1.715998568,3.779926933,15.40579887,662.3856563,1,3
152,281.6779518,4503.0746,RESIDENTIAL ONLY,RESIDENTIAL ONLY,14,0.21155618,0.681378442,8.988907459,3.220791958,3068.297954,952.6532595,33.25516823,25.31381562,19.57139301,1.503554421,2.168434867,0.739173827,133.6538358,34.30314015,3.329946218,23.5865919,8.880187703,44.5512248,642.6811454,1,1
153,612.8115295,18495.49515,RESIDENTIAL ONLY,RESIDENTIAL ONLY,45,0.154948696,0.456733012,8.243263513,2.947640245,8447.503214,2865.852848,37.3928512,-40.38965497,19.06127949,1.469043368,2.177675723,0.767885156,120.4306341,41.41759685,5.997926214,49.78897438,11.41841598,43.76415494,647.3944624,1,1
154,1060.940595,26670.0727,RESIDENTIAL ONLY,RECREATION AND LEISURE,52,0.206155221,0.806640998,10.94396132,3.912784726,21513.17405,5498.174725,34.68233598,30.36441806,19.63540853,1.510226151,4.314354065,1.532269584,305.5946194,44.95987247,4.174867357,52.26945487,10.63526927,85.85707192,660.0588302,1,1
